index,total_counts,soft_counts,soft_frac,sigma_eff_marginal,sigma_eff_conditional,absorbed_fraction_I,bnorm2,R_residual_power,sigma_post_pred,shrink_pred,min_prior_edge_margin,kT_ceiling_margin_frac_range,kT_ceiling_margin_frac_value,rank_deficient,already_run_ns,theta_tbabs_1_nh,theta_powerlaw_1_alpha,theta_powerlaw_1_norm,theta_blackbodyrad_1_kT,theta_blackbodyrad_1_norm
49,633,159,0.25118,0.4069334146450126,0.07805664143240762,0.9632063378427257,164.12709336410256,6.038836824094208,0.02879515054458875,0.9974932750964459,0.1594579504214394,0.2959095119594533,0.26631856076350796,False,False,0.18189159008428787,2.4392844522124615,0.0006049647395801053,2.201044317709476,0.08030670049080509
50,2072,868,0.41892,0.11973281035460542,0.027740450244894934,0.9463214644867386,1299.4901402011512,69.75472763992055,0.028063386704833073,0.9721442321044754,0.13056244754880916,0.777241929524126,0.6995177365717135,False,False,0.2648421403972062,2.2193133482533813,0.005481193132294902,0.90144679028486,0.5378609676576928
51,2162,118,0.05458,0.44768775647958303,0.018377500234318684,0.9983149125687025,2960.9230855592114,4.989414276514355,0.028807686631416547,0.9979275378827227,0.016450682987948217,0.3472368700340568,0.3125131830306511,False,False,0.34670986340241033,2.5858985870363593,0.00016479758129607082,2.0624604509080466,0.4656533913543341
52,949,373,0.39305,0.15361814645072866,0.034078157474826176,0.9507884357708104,861.0884998061199,42.37551201522538,0.028370929117231335,0.9827978137795973,0.03683787693465746,0.8645293565886559,0.7780764209297905,False,False,0.34024876789561653,2.4379057696617443,0.002708776423404566,0.6657707372106287,0.8439646302301346
53,1642,797,0.48538,0.10553621613350615,0.026839770076406005,0.9353223034911885,1388.1692431467504,89.78358901111208,0.02784463803204311,0.9645665557972659,0.12860668150144358,0.44554894287632635,0.40099404858869375,False,False,0.2977858963062193,2.612396983714209,0.005530783225620117,1.7970178542339188,0.02205649662787377
54,380,56,0.14737,0.5622475433105735,0.0618739729507562,0.987889533483686,261.20650829990825,3.163332672609328,0.028829539542050787,0.998684544912958,0.08731367062613393,0.41786992306751747,0.37608293076076577,False,False,0.24015832765909143,2.825372658747732,0.00019654230261097728,1.8717512077177028,0.09584473930520965
55,2029,663,0.32676,0.12354381897639671,0.04811863363999789,0.8483003672630092,431.89027643528726,65.51759631791052,0.02811032753403503,0.9737703101270194,0.1435532402759403,0.4594595310939132,0.4135135779845219,False,False,0.2732602787610131,2.7128935194481194,0.004073505021527913,1.7594592660464343,0.28063906813585265
56,1147,103,0.0898,0.47463012536493016,0.029790399827259204,0.9960604912973243,1126.801290907703,4.439043491717082,0.028814267744161907,0.9981555143156288,0.047394601568027925,0.047394601568027925,0.04265514141122514,False,False,0.27011852177863,1.2538939175867132,0.0005225466316716511,2.8720345757663246,0.0924432944179573
57,5583,550,0.09851,0.15487166366640467,0.014405864982464075,0.9913476365747191,4818.604921337888,41.69232098226231,0.0283787330226875,0.9830681489945481,0.06534643155146791,0.11614941136661118,0.10453447022995006,False,False,0.3369307136897064,1.6218493329526265,0.0038889219857020725,2.68639658931015,0.5164143118367115
58,98,20,0.20408,1.1420466488499585,0.16750746402021058,0.9784870167142135,35.63950575459651,0.7667120916123282,0.028858295763143995,0.9996806896323004,0.04800924396199401,0.7080429466562819,0.6372386519906538,False,False,0.20173601937332708,1.180426378778073,0.0001247436616512092,1.0882840440280388,0.020446456240454693
59,370,142,0.38378,0.4058271339216331,0.08476573142816457,0.9563726869916261,139.17440470556292,6.071805316843693,0.028794756977972128,0.9974796415489229,0.04536684689664871,0.9546331531033513,0.8591698377930163,False,False,0.22035082165976544,1.7246540619858775,0.0007125774327358657,0.4224904866209515,0.42415571967083804
60,312,151,0.48397,0.2547199696616415,0.06055709668847402,0.9434797463448807,272.69043775223435,15.412532711081793,0.028683896374672797,0.9936393175994792,0.09118042256469683,0.7801932222281077,0.702173900005297,False,False,0.24868015086278905,2.8176391548706063,0.0009423946724960797,0.8934782999841091,0.12521250384236077
61,1568,196,0.125,0.2758607034779065,0.030759674139582353,0.9875667753168834,1056.9064281589551,13.140755090330504,0.028710741139050415,0.9945692475158643,0.018459017168160785,0.3398030898893515,0.30582278090041637,False,False,0.31277914394646744,1.0369180343363216,0.0016795013087859722,2.082531657298751,0.11865350760430134
62,1005,275,0.27363,0.23887414845430974,0.06996219446031646,0.9142195060386521,204.30225182931804,17.525148079334596,0.02865899982521235,0.9927768758275064,0.14471540621733403,0.14471540621733403,0.13024386559560064,False,False,0.2486038946618107,1.8847119449894352,0.001745888156874506,2.609268403213198,0.045866586682441465
63,935,243,0.25989,0.2401077122545097,0.05535440767629141,0.9468513550765767,326.35899279131695,17.34553822543177,0.0286611139533534,0.9928501113745866,0.12396661962342481,0.5900480510379849,0.5310432459341864,False,False,0.22715874319466167,2.7520667607531504,0.0012031163827407921,1.4068702621974407,0.3181930672270079
64,439,118,0.26879,0.2723281291541435,0.05609122625233439,0.9575766593770126,317.84115549054275,13.483883603379184,0.02870668168240843,0.9944286238127634,0.15236468187406843,0.676313363524892,0.6086820271724028,False,False,0.3195270636251863,2.3862539689774316,0.000910842063770658,1.1739539184827914,0.21462678261683013
65,2817,603,0.21406,0.172828221860985,0.02821023878678553,0.9733569339720384,1256.5693881009202,33.478861175888156,0.02847306007496206,0.9863357339359029,0.07352580485349891,0.8027340236953794,0.7224606213258414,False,False,0.27050645497722225,1.1470516097069978,0.004584785705678091,0.8326181360224756,0.0990777280572784
66,3802,895,0.2354,0.12317389376556398,0.02485151698319619,0.9592930590687161,1619.1764996026438,65.91172212664786,0.02810595129363796,0.9736187127127424,0.11285542720360162,0.4871511021446735,0.43843599193020616,False,False,0.3010257596826517,1.8541549915703344,0.005946879595786579,1.6846920242093815,0.5928932894893083
67,187,83,0.44385,0.3835438725621527,0.08570823544606292,0.9500638552606094,136.1303283495101,6.7978237798819,0.028786094105878575,0.9971795508568128,0.09539529282058246,0.9046047071794174,0.8141442364614758,False,False,0.27910718289131886,2.0945967921692628,0.0005725685998168824,0.5575672906155726,0.06555402039743437
