logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -1.397730143124355163e+04 -1.398329414553024253e+04 1.620000000000000107e+00
-1.398329414553024253e+04 nan -2.500000000000000052e-03 4.000000000000000000e+02 -1.343831227417111950e+04 -1.344430748845781090e+04 6.700000000000000400e-01
-1.344430748845781090e+04 nan -5.000000000000000104e-03 4.000000000000000000e+02 -9.465384713861321870e+03 -9.471382428148013787e+03 1.495000000000000107e+00
-9.471382428148013787e+03 1.959102188970510724e+03 -7.499999999999999722e-03 4.000000000000000000e+02 -9.101609190878874870e+03 -9.107609405165565477e+03 7.499999999999999722e-02
-9.107609405165565477e+03 1.582713796042641889e+03 -1.000000000000000021e-02 4.000000000000000000e+02 -8.969336212441261523e+03 -8.975338926727952639e+03 5.400000000000000355e-01
-8.975338926727952639e+03 1.213022709438899255e+03 -1.250000000000000069e-02 4.000000000000000000e+02 -8.483291486065447316e+03 -8.489296700352138942e+03 9.150000000000000355e-01
-8.489296700352138942e+03 1.348971085223385671e+03 -1.500000000000000118e-02 4.000000000000000000e+02 -8.117242180554007973e+03 -8.123249894840699199e+03 2.000000000000000111e-01
-8.123249894840699199e+03 1.801317427989636428e+02 -1.750000000000000167e-02 4.000000000000000000e+02 -8.049891323721829394e+03 -8.055901538008521129e+03 1.274999999999999911e+00
-8.055901538008521129e+03 1.187136430881544271e+02 -2.000000000000000042e-02 4.000000000000000000e+02 -7.409173878459712796e+03 -7.415186592746404131e+03 4.899999999999999911e-01
-7.415186592746404131e+03 3.788012740284099777e+02 -2.249999999999999917e-02 4.000000000000000000e+02 -6.798530939478477194e+03 -6.804546153765168128e+03 1.794999999999999929e+00
-6.804546153765168128e+03 3.877569590194185594e+02 -2.499999999999999792e-02 4.000000000000000000e+02 -6.398404154279592149e+03 -6.404421868566283592e+03 8.500000000000000611e-02
-6.404421868566283592e+03 4.592048770124192174e+02 -2.749999999999999667e-02 4.000000000000000000e+02 -6.240900859926972771e+03 -6.246921074213663815e+03 1.900000000000000022e-01
-6.246921074213663815e+03 1.568412427273439960e+02 -2.999999999999999542e-02 4.000000000000000000e+02 -5.920434986477741404e+03 -5.926457700764432957e+03 9.849999999999999867e-01
-5.926457700764432957e+03 1.203621057377206256e+02 -3.249999999999999417e-02 4.000000000000000000e+02 -5.836810903371520908e+03 -5.842836117658212061e+03 1.004999999999999893e+00
-5.842836117658212061e+03 1.122114150050327908e+02 -3.499999999999999639e-02 4.000000000000000000e+02 -5.257863052705157315e+03 -5.263890766991848977e+03 1.729999999999999982e+00
-5.263890766991848977e+03 3.518158233393894534e+02 -3.749999999999999861e-02 4.000000000000000000e+02 -5.227709217167516726e+03 -5.233739431454207988e+03 1.135000000000000009e+00
-5.233739431454207988e+03 3.110334703081147154e+02 -4.000000000000000083e-02 4.000000000000000000e+02 -5.183352670931500143e+03 -5.189385385218191004e+03 1.830000000000000071e+00
-5.189385385218191004e+03 3.265842092058940125e+02 -4.250000000000000305e-02 4.000000000000000000e+02 -5.157673881524819080e+03 -5.163709095811510451e+03 5.849999999999999645e-01
-5.163709095811503175e+03 3.327073329272241864e+01 -4.500000000000000527e-02 4.000000000000000000e+02 -5.066986940869956015e+03 -5.073024655156646986e+03 5.949999999999999734e-01
-5.073024655156646986e+03 3.879574249408553044e+01 -4.750000000000000749e-02 4.000000000000000000e+02 -5.034077996570328651e+03 -5.040118210857020131e+03 1.219999999999999973e+00
-5.040118210857020131e+03 1.671881505747363050e+01 -5.000000000000000971e-02 4.000000000000000000e+02 -5.017545318000208681e+03 -5.023588032286899761e+03 1.040000000000000036e+00
-5.023588032220673085e+03 1.420540170405189428e+01 -5.250000000000001193e-02 4.000000000000000000e+02 -4.980508381231952626e+03 -4.986553595518644215e+03 1.969999999999999973e+00
-4.986553595518644215e+03 2.136868685206398766e+01 -5.500000000000001416e-02 4.000000000000000000e+02 -4.977767691957336865e+03 -4.983815406244028054e+03 1.639999999999999902e+00
-4.983752725035398726e+03 2.868090403822225554e+01 -5.750000000000001638e-02 4.000000000000000000e+02 -4.966625084878678535e+03 -4.972675299165370234e+03 1.135000000000000009e+00
-4.972675283708138522e+03 5.874645774657017760e+00 -6.000000000000001860e-02 4.000000000000000000e+02 -4.909858089925317472e+03 -4.915910804212008770e+03 4.749999999999999778e-01
-4.915910804212008770e+03 3.173288547001286020e+01 -6.250000000000001388e-02 4.000000000000000000e+02 -4.825254322788940954e+03 -4.831309537075631852e+03 1.179999999999999938e+00
-4.831309537075631852e+03 5.141648082091679584e+01 -6.500000000000001610e-02 4.000000000000000000e+02 -4.663812452506626869e+03 -4.669870166793318276e+03 1.199999999999999956e-01
-4.669870166793318276e+03 1.211863020689183941e+02 -6.750000000000001832e-02 4.000000000000000000e+02 -4.653026533868699516e+03 -4.659086748155390524e+03 7.299999999999999822e-01
-4.659086727415030509e+03 1.215175824747499149e+02 -7.000000000000002054e-02 4.000000000000000000e+02 -4.587621575192157252e+03 -4.593684289478848768e+03 2.700000000000000178e-01
-4.593684289478848768e+03 1.031695475946120268e+02 -7.250000000000002276e-02 4.000000000000000000e+02 -4.433906142578722211e+03 -4.439971356865413327e+03 8.399999999999999689e-01
-4.439971356865413327e+03 1.768178145718413816e+02 -7.500000000000002498e-02 4.000000000000000000e+02 -4.361291171292887157e+03 -4.367358885579578782e+03 8.100000000000000533e-01
-4.367358885579578782e+03 1.662830924688587118e+02 -7.750000000000002720e-02 4.000000000000000000e+02 -4.257640162885354584e+03 -4.263710377172045810e+03 1.675000000000000044e+00
-4.263710377172045810e+03 6.130525054731027268e+01 -8.000000000000002942e-02 4.000000000000000000e+02 -4.227440726695754165e+03 -4.233513440982445900e+03 1.199999999999999956e-01
-4.233513440982445900e+03 6.432345994187002702e+01 -8.250000000000003164e-02 4.000000000000000000e+02 -4.056269212036531371e+03 -4.062344426323222706e+03 6.800000000000000488e-01
-4.062344426323222706e+03 1.189058983496995978e+02 -8.500000000000003386e-02 4.000000000000000000e+02 -4.042770220206570229e+03 -4.048847934493261619e+03 1.580000000000000071e+00
-4.048847933117485354e+03 8.387922236036854429e+01 -8.750000000000003608e-02 4.000000000000000000e+02 -4.025658009693907843e+03 -4.031738223980599287e+03 1.610000000000000098e+00
-4.031738223943501453e+03 6.343007168516516714e+01 -9.000000000000003830e-02 4.000000000000000000e+02 -3.951828060568577712e+03 -3.957910774855269210e+03 8.549999999999999822e-01
-3.957910774855269210e+03 4.021460815956523049e+01 -9.250000000000004052e-02 4.000000000000000000e+02 -3.861031928389065342e+03 -3.867117142675756440e+03 1.950000000000000067e-01
-3.867117142675756440e+03 5.281838039609463920e+01 -9.500000000000004274e-02 4.000000000000000000e+02 -3.836769147385939050e+03 -3.842856861672630203e+03 9.449999999999999512e-01
-3.842856861672601099e+03 5.166899562056234174e+01 -9.750000000000004496e-02 4.000000000000000000e+02 -3.814969554034334578e+03 -3.821059768321025786e+03 5.999999999999999778e-02
-3.821059768320684270e+03 1.453133720830326325e+01 -1.000000000000000472e-01 4.000000000000000000e+02 -3.756755299557274157e+03 -3.762848013843965418e+03 2.000000000000000000e+00
-3.762848013843965418e+03 3.369168547769023547e+01 -1.025000000000000494e-01 4.000000000000000000e+02 -3.637413930829844503e+03 -3.643509145116535819e+03 1.750000000000000000e+00
