logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -1.141457958584123844e+04 -1.142057230012792934e+04 1.985000000000000098e+00
-1.142057230012792934e+04 nan -2.500000000000000052e-03 4.000000000000000000e+02 -1.099135878626157864e+04 -1.099735400054827005e+04 5.050000000000000044e-01
-1.099735400054827005e+04 nan -5.000000000000000104e-03 4.000000000000000000e+02 -1.060826199986111351e+04 -1.061425971414780543e+04 5.600000000000000533e-01
-1.061425971414780543e+04 nan -7.499999999999999722e-03 4.000000000000000000e+02 -9.998264699339149956e+03 -1.000426491362584056e+04 7.199999999999999734e-01
-1.000426491362584056e+04 3.462045638330083079e+02 -1.000000000000000021e-02 4.000000000000000000e+02 -9.747089198462570494e+03 -9.753091912749261610e+03 1.129999999999999893e+00
-9.753091912749261610e+03 1.237190834902248326e+02 -1.250000000000000069e-02 4.000000000000000000e+02 -9.404489441056655778e+03 -9.410494655343347404e+03 1.804999999999999938e+00
-9.410494655343347404e+03 2.285995105542603483e+02 -1.500000000000000118e-02 4.000000000000000000e+02 -9.403006340255331452e+03 -9.409014054542023587e+03 1.199999999999999956e-01
-9.408809074175645947e+03 1.644834270154259741e+02 -1.750000000000000167e-02 4.000000000000000000e+02 -9.210643612748215673e+03 -9.216653827034906499e+03 1.120000000000000107e+00
-9.216653827034906499e+03 2.196413071877354071e+02 -2.000000000000000042e-02 4.000000000000000000e+02 -9.086434976099264532e+03 -9.092447690385955866e+03 8.850000000000000089e-01
-9.092447690385955866e+03 6.055876738008433335e+01 -2.249999999999999917e-02 4.000000000000000000e+02 -8.905287304090559701e+03 -8.911302518377251545e+03 5.050000000000000044e-01
-8.911302518377251545e+03 1.175565902082427385e+02 -2.499999999999999792e-02 4.000000000000000000e+02 -8.656184054531384390e+03 -8.662201768818074925e+03 8.950000000000000178e-01
-8.662201768818074925e+03 2.082409686357453609e+02 -2.749999999999999667e-02 4.000000000000000000e+02 -8.621184876895791604e+03 -8.627205091182482647e+03 3.950000000000000178e-01
-8.627205091182482647e+03 7.806543130065173841e+01 -2.999999999999999542e-02 4.000000000000000000e+02 -8.578219026623759419e+03 -8.584241740910450972e+03 1.814999999999999947e+00
-8.584241740910450972e+03 2.088786657365641375e+01 -3.249999999999999417e-02 4.000000000000000000e+02 -7.999964450671823215e+03 -8.005989664958514368e+03 2.849999999999999756e-01
-8.005989664958514368e+03 2.503893289040194361e+02 -3.499999999999999639e-02 4.000000000000000000e+02 -7.996915806816318764e+03 -8.002943521103010426e+03 2.550000000000000044e-01
-8.002897074731177781e+03 1.601855082675537858e+02 -3.749999999999999861e-02 4.000000000000000000e+02 -7.963343316742509160e+03 -7.969373531029200421e+03 5.999999999999999778e-01
-7.969373531029200421e+03 1.652753175080081860e+02 -4.000000000000000083e-02 4.000000000000000000e+02 -7.727797709637044136e+03 -7.733830423923734998e+03 1.040000000000000036e+00
-7.733830423923734998e+03 1.263913592096298402e+02 -4.250000000000000305e-02 4.000000000000000000e+02 -7.619602506742365222e+03 -7.625637721029056593e+03 5.500000000000000444e-01
-7.625637721029056593e+03 1.274154659276546369e+02 -4.500000000000000527e-02 4.000000000000000000e+02 -7.498973572908394090e+03 -7.505011287195085060e+03 1.179999999999999938e+00
-7.505011287195085060e+03 1.294360047213179143e+02 -4.750000000000000749e-02 4.000000000000000000e+02 -7.468402574309900956e+03 -7.474442788596592436e+03 1.629999999999999893e+00
-7.474442788596592436e+03 1.486236741587974564e+01 -5.000000000000000971e-02 4.000000000000000000e+02 -7.407727786053403179e+03 -7.413770500340094259e+03 1.000000000000000000e+00
-7.413770500340094259e+03 3.312853805945061225e+01 -5.250000000000001193e-02 4.000000000000000000e+02 -7.343067084500253259e+03 -7.349112298786944848e+03 1.120000000000000107e+00
-7.349112298786944848e+03 5.355487325116057207e+01 -5.500000000000001416e-02 4.000000000000000000e+02 -7.208704526126120072e+03 -7.214752240412811261e+03 2.899999999999999800e-01
-7.214752240412811261e+03 3.718174988477714038e+01 -5.750000000000001638e-02 4.000000000000000000e+02 -7.184876109886602535e+03 -7.190926324173294233e+03 1.155000000000000027e+00
-7.190926324173249668e+03 1.184389334278992578e+01 -6.000000000000001860e-02 4.000000000000000000e+02 -7.064549904537362636e+03 -7.070602618824053934e+03 4.849999999999999867e-01
-7.070602618824053934e+03 6.258214527373574043e+01 -6.250000000000001388e-02 4.000000000000000000e+02 -7.005387926477271321e+03 -7.011443140763962219e+03 1.294999999999999929e+00
-7.011443140763962219e+03 6.629141265012889050e+01 -6.500000000000001610e-02 4.000000000000000000e+02 -6.958042318634001276e+03 -6.964100032920692684e+03 1.550000000000000044e+00
-6.964100032920692684e+03 7.998055664334346204e+01 -6.750000000000001832e-02 4.000000000000000000e+02 -6.954187423264484096e+03 -6.960247637551175103e+03 3.950000000000000178e-01
-6.960226630918977207e+03 6.675751166092740618e+01 -7.000000000000002054e-02 4.000000000000000000e+02 -6.849740973798324376e+03 -6.855803688085015892e+03 1.749999999999999889e-01
-6.855803688085015892e+03 1.037155452720598987e+02 -7.250000000000002276e-02 4.000000000000000000e+02 -6.830113802489164300e+03 -6.836179016775855416e+03 2.700000000000000178e-01
-6.836179016772855903e+03 7.281591865724130308e+00 -7.500000000000002498e-02 4.000000000000000000e+02 -6.814272472276277767e+03 -6.820340186562969393e+03 8.699999999999999956e-01
-6.820340186430753420e+03 8.458180192217099602e+00 -7.750000000000002720e-02 4.000000000000000000e+02 -6.713427463960879322e+03 -6.719497678247570548e+03 1.709999999999999964e+00
-6.719497678247570548e+03 5.312776670397554568e+01 -8.000000000000002942e-02 4.000000000000000000e+02 -6.697968274847602515e+03 -6.704040989134294250e+03 8.649999999999999911e-01
-6.704040988940542775e+03 4.616002501115476520e+01 -8.250000000000003164e-02 4.000000000000000000e+02 -6.678078374515143878e+03 -6.684153588801835213e+03 1.054999999999999938e+00
-6.684153588799528734e+03 1.036603115589100099e+01 -8.500000000000003386e-02 4.000000000000000000e+02 -6.656246203781019176e+03 -6.662323918067710110e+03 4.600000000000000200e-01
-6.662323918067379054e+03 1.352422581336471374e+01 -8.750000000000003608e-02 4.000000000000000000e+02 -6.633225868234845620e+03 -6.639306082521537064e+03 2.650000000000000133e-01
-6.639306082521436110e+03 1.678389241644147134e+01 -9.000000000000003830e-02 4.000000000000000000e+02 -6.614710245741892322e+03 -6.620792960028583366e+03 1.239999999999999991e+00
-6.620792960019466591e+03 1.987696881341156896e+01 -9.250000000000004052e-02 4.000000000000000000e+02 -6.351655090871763605e+03 -6.357740305158455158e+03 7.500000000000000000e-01
-6.357740305158455158e+03 1.423108600893659741e+02 -9.500000000000004274e-02 4.000000000000000000e+02 -6.308618833151294893e+03 -6.314706547437986046e+03 1.544999999999999929e+00
-6.314706547437986046e+03 1.352676417272286358e+02 -9.750000000000004496e-02 4.000000000000000000e+02 -6.283179068687344625e+03 -6.289269282974036287e+03 1.655000000000000027e+00
-6.289269282974027192e+03 1.926294455032878616e+01 -1.000000000000000472e-01 4.000000000000000000e+02 -6.170241888017090787e+03 -6.176334602303782049e+03 1.090000000000000080e+00
-6.176334602303782049e+03 4.143298494474326787e+01 -1.025000000000000494e-01 4.000000000000000000e+02 -6.133593222849895938e+03 -6.139688437136586799e+03 1.750000000000000000e+00
-6.139688437136586799e+03 1.611481248121389243e+01 -1.050000000000000516e-01 4.000000000000000000e+02 -6.127211963628331432e+03 -6.133309677915022803e+03 1.199999999999999956e+00
-6.133307982126151728e+03 1.143730302978871372e+01 -1.075000000000000538e-01 4.000000000000000000e+02 -6.097120625512778133e+03 -6.103220839799469104e+03 1.645000000000000018e+00
-6.103220839799469104e+03 2.190747529601732069e+01 -1.100000000000000561e-01 4.000000000000000000e+02 -6.052846500779563030e+03 -6.058949215066254510e+03 2.000000000000000111e-01
-6.058949215066254510e+03 2.328685599515864624e+01 -1.125000000000000583e-01 4.000000000000000000e+02 -5.986881185615553477e+03 -5.992986399902244557e+03 8.900000000000000133e-01
-5.992986399902244557e+03 3.694470198260155769e+01 -1.150000000000000605e-01 4.000000000000000000e+02 -5.973523647128764424e+03 -5.979631361415456013e+03 1.064999999999999947e+00
-5.979631359830635120e+03 5.426373465928386430e+00 -1.175000000000000627e-01 4.000000000000000000e+02 -5.931348551268438314e+03 -5.937458765555129503e+03 9.849999999999999867e-01
-5.937458765555129503e+03 1.531743498806073056e+01 -1.200000000000000649e-01 4.000000000000000000e+02 -5.921500012894425709e+03 -5.927612727181117407e+03 1.235000000000000098e+00
-5.927612674225947558e+03 1.362600069747434439e+01 -1.225000000000000672e-01 4.000000000000000000e+02 -5.880748204360274940e+03 -5.886863418646966238e+03 1.620000000000000107e+00
-5.886863418646966238e+03 2.244283691031796124e+01 -1.250000000000000555e-01 4.000000000000000000e+02 -5.876521486816466677e+03 -5.882639201103157575e+03 1.824999999999999956e+00
-5.882624670404095014e+03 1.832098195681961172e+01 -1.275000000000000577e-01 4.000000000000000000e+02 -5.803581094837486489e+03 -5.809701309124177897e+03 1.790000000000000036e+00
-5.809701309124177897e+03 3.624431884043429619e+01 -1.300000000000000600e-01 4.000000000000000000e+02 -5.741984989918760220e+03 -5.748107704205451228e+03 2.500000000000000000e-01
-5.748107704205451228e+03 6.111914290489750101e+01 -1.325000000000000622e-01 4.000000000000000000e+02 -5.733945506142260456e+03 -5.740070720428951972e+03 1.989999999999999991e+00
-5.740070397198623141e+03 6.111580565056972603e+01 -1.350000000000000644e-01 4.000000000000000000e+02 -5.728021970804675220e+03 -5.734149685091366337e+03 1.419999999999999929e+00
-5.734147005396251188e+03 4.384248669160315082e+00 -1.375000000000000666e-01 4.000000000000000000e+02 -5.694031588827232554e+03 -5.700161803113924179e+03 6.450000000000000178e-01
